VENUE,CATEGORY,TOP_LEVEL_CATEGORY,NEIGHBORHOOD,NEIGHBORHOOD_LAT,NEIGHBORHOOD_LNG
12,Kinnaree Thai Cusine,Thai Restaurant,Food,Magnolia Neighborhood,47.63955267,-122.40100699
13,Yume Sushi,Sushi Restaurant,Food,Magnolia Neighborhood,47.63955267,-122.40100699
14,Luigi's Pizza & Pasta,Pizza Place,Food,Magnolia Neighborhood,47.63955267,-122.40100699
15,Magnolia Farmers Market,Farmers Market,Food,Magnolia Neighborhood,47.63955267,-122.40100699
16,Mondello Ristorante Italiano,Italian Restaurant,Food,Magnolia Neighborhood,47.63955267,-122.40100699
17,Mura Asian Eatery,Korean Restaurant,Food,Magnolia Neighborhood,47.63955267,-122.40100699
18,Nikos Gyros,Greek Restaurant,Food,Magnolia Neighborhood,47.63955267,-122.40100699
19,Ichiro Sushi & Teriyaki,Japanese Restaurant,Food,Magnolia Neighborhood,47.63955267,-122.40100699
20,Celebrations to Go,Food,Food,Magnolia Neighborhood,47.63955267,-122.40100699
21,Parfait,Food Truck,Food,Magnolia Neighborhood,47.63955267,-122.40100699
22,Queen Margherita,Pizza Place,Food,Magnolia Neighborhood,47.63955267,-122.40100699
0,Sub Shop #7,Sandwich Place,Food,Rainier Beach Neighborhood,47.52330612,-122.26998975
1,Jack in the Box,Fast Food Restaurant,Food,Rainier Beach Neighborhood,47.52330612,-122.26998975
2,Phat Loi,Vietnamese Restaurant,Food,Rainier Beach Neighborhood,47.52330612,-122.26998975
3,Taqueria Costa Alegre,Mexican Restaurant,Food,Rainier Beach Neighborhood,47.52330612,-122.26998975
4,Pho Van,Vietnamese Restaurant,Food,Rainier Beach Neighborhood,47.52330612,-122.26998975
5,Bagel Garden,Bagel Shop,Food,Rainier Beach Neighborhood,47.52330612,-122.26998975
6,Jacks Fish Shack,Seafood Restaurant,Food,Rainier Beach Neighborhood,47.52330612,-122.26998975
7,Hong Dim Sum,Dim Sum Restaurant,Food,Rainier Beach Neighborhood,47.52330612,-122.26998975
0,Ciudad,Mediterranean Restaurant,Food,Georgetown Neighborhood,47.54792637,-122.31609424
1,Mezzanotte,Italian Restaurant,Food,Georgetown Neighborhood,47.54792637,-122.31609424
2,Maruta Shoten,Grocery Store,Food,Georgetown Neighborhood,47.54792637,-122.31609424
3,Square Knot Diner,Diner,Food,Georgetown Neighborhood,47.54792637,-122.31609424
4,Via Tribunali - Georgetown,Pizza Place,Food,Georgetown Neighborhood,47.54792637,-122.31609424
5,Seattle Freeze,Ice Cream Shop,Food,Georgetown Neighborhood,47.54792637,-122.31609424
6,All City Coffee,Coffee Shop,Food,Georgetown Neighborhood,47.54792637,-122.31609424
7,Guerilla Pizza Company,Pizza Place,Food,Georgetown Neighborhood,47.54792637,-122.31609424
8,Tu Cantinas,Taco Place,Food,Georgetown Neighborhood,47.54792637,-122.31609424
9,Panino Taglio,Deli / Bodega,Food,Georgetown Neighborhood,47.54792637,-122.31609424
10,Fran's Chocolates,Chocolate Shop,Food,Georgetown Neighborhood,47.54792637,-122.31609424
11,Vera Pizza,Pizza Place,Food,Georgetown Neighborhood,47.54792637,-122.31609424
12,Cowgirls Espresso,Café,Food,Georgetown Neighborhood,47.54792637,-122.31609424
13,Smarty Pants,Bar,Food,Georgetown Neighborhood,47.54792637,-122.31609424
14,Cookie’s Country Chicken,Fried Chicken Joint,Food,Georgetown Neighborhood,47.54792637,-122.31609424
15,Fonda La Catrina,Mexican Restaurant,Food,Georgetown Neighborhood,47.54792637,-122.31609424
16,Hangar Cafe,French Restaurant,Food,Georgetown Neighborhood,47.54792637,-122.31609424
17,Lorena's Kitchen,Taco Place,Food,Georgetown Neighborhood,47.54792637,-122.31609424
18,Side Hustle Coffee & Donuts,Donut Shop,Food,Georgetown Neighborhood,47.54792637,-122.31609424
19,Mascio's,Italian Restaurant,Food,Georgetown Neighborhood,47.54792637,-122.31609424
20,Sisters and Brothers,Fried Chicken Joint,Food,Georgetown Neighborhood,47.54792637,-122.31609424
21,Alpha Dog Hotdogs,Food Truck,Food,Georgetown Neighborhood,47.54792637,-122.31609424
22,Canna Pi,Bakery,Food,Georgetown Neighborhood,47.54792637,-122.31609424
23,The Sweetside,Bakery,Food,Georgetown Neighborhood,47.54792637,-122.31609424
24,Botaneria,Mexican Restaurant,Food,Georgetown Neighborhood,47.54792637,-122.31609424
25,Georgetown Tavern,Café,Food,Georgetown Neighborhood,47.54792637,-122.31609424
0,Geraldine's Counter,Diner,Food,Columbia City Neighborhood,47.55784673,-122.28504372
1,Pagliacci,Pizza Place,Food,Columbia City Neighborhood,47.55784673,-122.28504372
2,Island Soul Caribbean Bar and Cuisine,Caribbean Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
3,Columbia City Bakery,Bakery,Food,Columbia City Neighborhood,47.55784673,-122.28504372
4,Taproot Cafe & Bar,Bistro,Food,Columbia City Neighborhood,47.55784673,-122.28504372
5,Tutta Bella Neapolitan Pizzeria,Pizza Place,Food,Columbia City Neighborhood,47.55784673,-122.28504372
6,Super Six,Gastropub,Food,Columbia City Neighborhood,47.55784673,-122.28504372
7,Coffeeholic House,Coffee Shop,Food,Columbia City Neighborhood,47.55784673,-122.28504372
8,Rookies Sports Bar & Grill,American Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
9,Off Alley,New American Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
10,Olympia Coffee,Coffee Shop,Food,Columbia City Neighborhood,47.55784673,-122.28504372
11,Empire Espresso,Coffee Shop,Food,Columbia City Neighborhood,47.55784673,-122.28504372
12,El Sombrero,Mexican Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
13,Wabi-Sabi Sushi Bar and Restaurant,Sushi Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
14,La Medusa,Italian Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
15,Taco City Taqueria,Taco Place,Food,Columbia City Neighborhood,47.55784673,-122.28504372
16,The Spice Room,Thai Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
17,Asian Bistro,Asian Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
18,La Teranga,African Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
19,Bua 9 Thai Cuisine,Thai Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
20,Molly Moon's Homemade Ice Cream,Ice Cream Shop,Food,Columbia City Neighborhood,47.55784673,-122.28504372
21,Caffè Umbria,Café,Food,Columbia City Neighborhood,47.55784673,-122.28504372
22,The Bourbon @ Columbia City Theater,Whisky Bar,Food,Columbia City Neighborhood,47.55784673,-122.28504372
23,Safari Restaurant,African Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
24,The Comfort Zone,Southern / Soul Food Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
25,Wabi Sabi,Food,Food,Columbia City Neighborhood,47.55784673,-122.28504372
26,BoRamen,Vietnamese Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
27,Awash Ethiopian Restaurant,African Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
28,Kezira Cafe and Restaurant,Ethiopian Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
29,Pho Bo,Vietnamese Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
30,Curious Finds,Thrift / Vintage Store,Food,Columbia City Neighborhood,47.55784673,-122.28504372
31,Full Tilt Ice Cream,Ice Cream Shop,Food,Columbia City Neighborhood,47.55784673,-122.28504372
32,Jus Bar,Juice Bar,Food,Columbia City Neighborhood,47.55784673,-122.28504372
33,Afrikando Banadir,African Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
34,Subway,Sandwich Place,Food,Columbia City Neighborhood,47.55784673,-122.28504372
35,Paris Bakery & Deli,Bakery,Food,Columbia City Neighborhood,47.55784673,-122.28504372
36,Clockwork Counter,Café,Food,Columbia City Neighborhood,47.55784673,-122.28504372
37,Taco Truck,Mexican Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
38,Lavana Lounge,Lounge,Food,Columbia City Neighborhood,47.55784673,-122.28504372
39,Attibassi Espresso,Café,Food,Columbia City Neighborhood,47.55784673,-122.28504372
40,Taqueria Contreras,Food Truck,Food,Columbia City Neighborhood,47.55784673,-122.28504372
41,Tandoozy,Food Truck,Food,Columbia City Neighborhood,47.55784673,-122.28504372
42,Ramen And Tacos,Food Stand,Food,Columbia City Neighborhood,47.55784673,-122.28504372
43,Time Warp Cafe,Café,Food,Columbia City Neighborhood,47.55784673,-122.28504372
44,The Kwandominium,Asian Restaurant,Food,Columbia City Neighborhood,47.55784673,-122.28504372
0,Admiral Bird,Coffee Shop,Food,Admiral Neighborhood,47.58119359,-122.38654756
1,Circa Grill and Ale House,American Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
2,Guadalajara,Mexican Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
3,Starbucks,Coffee Shop,Food,Admiral Neighborhood,47.58119359,-122.38654756
4,Irashai,Sushi Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
5,Copper Coin,Pub,Food,Admiral Neighborhood,47.58119359,-122.38654756
6,West Seattle Grounds,Coffee Shop,Food,Admiral Neighborhood,47.58119359,-122.38654756
7,Jack in the Box,Fast Food Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
8,Menchie's,Frozen Yogurt Shop,Food,Admiral Neighborhood,47.58119359,-122.38654756
9,Baked.,Bakery,Food,Admiral Neighborhood,47.58119359,-122.38654756
10,Luciano's Pizza,Pizza Place,Food,Admiral Neighborhood,47.58119359,-122.38654756
11,Fit Bar Superfood Cafe,Juice Bar,Food,Admiral Neighborhood,47.58119359,-122.38654756
12,Gyro Heroes,Falafel Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
13,Cutter Pour House,French Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
14,sopranos antico,Pizza Place,Food,Admiral Neighborhood,47.58119359,-122.38654756
15,Mission Latin Restaurant & Lounge,Mexican Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
16,New Leaf Bistro,Vietnamese Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
17,Bebop Waffle Shop,Breakfast Spot,Food,Admiral Neighborhood,47.58119359,-122.38654756
18,Arthur's,Australian Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
19,The Nook,Cocktail Bar,Food,Admiral Neighborhood,47.58119359,-122.38654756
20,Mimi's Bakery,Bakery,Food,Admiral Neighborhood,47.58119359,-122.38654756
21,Irashi,Japanese Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
22,Pailin Thai,Thai Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
24,Yen Wor Village Restaurant,Chinese Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
25,Caffe Fiore,Coffee Shop,Food,Admiral Neighborhood,47.58119359,-122.38654756
26,Mawadda Cafe,Middle Eastern Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
27,Pizzeria 22,Pizza Place,Food,Admiral Neighborhood,47.58119359,-122.38654756
28,Bird on A Wire Espresso,Coffee Shop,Food,Admiral Neighborhood,47.58119359,-122.38654756
29,Baskin-Robbins,Ice Cream Shop,Food,Admiral Neighborhood,47.58119359,-122.38654756
30,Artur's Breafast To Bar,Breakfast Spot,Food,Admiral Neighborhood,47.58119359,-122.38654756
31,Heartland Cafe,Café,Food,Admiral Neighborhood,47.58119359,-122.38654756
32,Royal India Grill,Indian Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
33,Revolution Coffee,Coffee Shop,Food,Admiral Neighborhood,47.58119359,-122.38654756
34,Mioposto,Italian Restaurant,Food,Admiral Neighborhood,47.58119359,-122.38654756
0,Alki Cafe,Coffee Shop,Food,Alki Neighborhood,47.57912324,-122.41064962
1,Starbucks,Coffee Shop,Food,Alki Neighborhood,47.57912324,-122.41064962
2,Alki Beach Bistro Cafe,Café,Food,Alki Neighborhood,47.57912324,-122.41064962
3,Pegasus Pizza,Pizza Place,Food,Alki Neighborhood,47.57912324,-122.41064962
4,Top Pot Doughnuts,Donut Shop,Food,Alki Neighborhood,47.57912324,-122.41064962
5,Homestead Restaurant,Food,Food,Alki Neighborhood,47.57912324,-122.41064962
6,Harry’s Beach House,Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
7,Alki Chicken & Waffles,Comfort Food Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
8,Il Nido,Italian Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
9,Spud Fish & Chips,Fish & Chips Shop,Food,Alki Neighborhood,47.57912324,-122.41064962
10,Medzo Gelato Bar,Gelato Shop,Food,Alki Neighborhood,47.57912324,-122.41064962
11,Sunfish Seafood,Seafood Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
12,Pacific Room,Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
13,It's Bbq Time,BBQ Joint,Food,Alki Neighborhood,47.57912324,-122.41064962
14,Sushi Samurai,Sushi Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
15,Frankie & Jo’s,Ice Cream Shop,Food,Alki Neighborhood,47.57912324,-122.41064962
16,Cascade Glacier Ice Cream,Ice Cream Shop,Food,Alki Neighborhood,47.57912324,-122.41064962
17,Cactus,Mexican Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
18,El Chupacabra Alki,Mexican Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
19,Thai Landing on Alki,Thai Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
20,Marée Bistro & Bar,French Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
21,Saigon Boat Cafe,Vietnamese Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
22,Amante Pizza & Pasta - West Seattle,Italian Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
23,Siam Pura,Thai Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
24,Subway,Sandwich Place,Food,Alki Neighborhood,47.57912324,-122.41064962
25,Gelarto,Ice Cream Shop,Food,Alki Neighborhood,47.57912324,-122.41064962
26,El Chupacabra,Mexican Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
27,Homefront Smoothie,Ice Cream Shop,Food,Alki Neighborhood,47.57912324,-122.41064962
28,Casa Feliz,Mexican Restaurant,Food,Alki Neighborhood,47.57912324,-122.41064962
0,Dim Sum King,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
1,Panama Hotel Tea & Coffee,Coffee Shop,Food,International District,47.59918894,-122.32505713
2,Kaname - Izakaya & Shochu Bar,Noodle House,Food,International District,47.59918894,-122.32505713
3,Sun Bakery & Deli,Vietnamese Restaurant,Food,International District,47.59918894,-122.32505713
4,Maneki,Sushi Restaurant,Food,International District,47.59918894,-122.32505713
5,Pacific Hotel Tea & Coffee,Coffee Shop,Food,International District,47.59918894,-122.32505713
6,á châu,Asian Restaurant,Food,International District,47.59918894,-122.32505713
7,Star Tea Shop,Tea Room,Food,International District,47.59918894,-122.32505713
0,Hong Kong Bistro,Hong Kong Restaurant,Food,International District,47.59918894,-122.32505713
1,Honey Court Seafood,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
2,Go Poké,Poke Place,Food,International District,47.59918894,-122.32505713
3,Eastern Café,Café,Food,International District,47.59918894,-122.32505713
4,Blackball,Dessert Shop,Food,International District,47.59918894,-122.32505713
5,Purple Dot Cafe,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
6,Young Tea,Bubble Tea Shop,Food,International District,47.59918894,-122.32505713
7,Mike's Noodle House,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
8,Homestyle Dim Sum,Dim Sum Restaurant,Food,International District,47.59918894,-122.32505713
9,Kau Kau Barbeque Market,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
10,Fuji Bakery,Bakery,Food,International District,47.59918894,-122.32505713
12,Harbor City Restaurant,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
13,Asia BBQ,Asian Restaurant,Food,International District,47.59918894,-122.32505713
14,Oasis Tea Zone,Bubble Tea Shop,Food,International District,47.59918894,-122.32505713
15,Ocean Star Restaurant,Cantonese Restaurant,Food,International District,47.59918894,-122.32505713
16,TP TEA 茶湯會,Bubble Tea Shop,Food,International District,47.59918894,-122.32505713
17,Tai Tung Restaurant,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
18,SUSU Dessert Bar,Dessert Shop,Food,International District,47.59918894,-122.32505713
19,Ho Ho Seafood,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
20,Gan Bei Eatery & Bar,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
21,Fort St. George,Japanese Restaurant,Food,International District,47.59918894,-122.32505713
22,Ton Kiang Barbeque Noodle House,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
23,King Noodle,Noodle House,Food,International District,47.59918894,-122.32505713
24,World Pizza,Pizza Place,Food,International District,47.59918894,-122.32505713
25,663 Bistro,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
26,King's Barbeque House,BBQ Joint,Food,International District,47.59918894,-122.32505713
27,Bush Garden Restaurant,Karaoke Bar,Food,International District,47.59918894,-122.32505713
28,A+ Kitchen,Cantonese Restaurant,Food,International District,47.59918894,-122.32505713
29,Cake House,Bakery,Food,International District,47.59918894,-122.32505713
30,New Century Tea Gallery,Tea Room,Food,International District,47.59918894,-122.32505713
31,Ironsteak,Korean Restaurant,Food,International District,47.59918894,-122.32505713
32,momosan,Ramen Restaurant,Food,International District,47.59918894,-122.32505713
33,Bambu,Dessert Shop,Food,International District,47.59918894,-122.32505713
34,Pho Hoa,Vietnamese Restaurant,Food,International District,47.59918894,-122.32505713
35,Shanghai Garden,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
36,Yummy House Bakery,Bakery,Food,International District,47.59918894,-122.32505713
37,Vital Tea Lounge,Tea Room,Food,International District,47.59918894,-122.32505713
38,Pho Ba,Vietnamese Restaurant,Food,International District,47.59918894,-122.32505713
39,Seoul Tofu House & Korean BBQ,Korean Restaurant,Food,International District,47.59918894,-122.32505713
40,J sushi,Sushi Restaurant,Food,International District,47.59918894,-122.32505713
41,Jade Garden,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
42,Nagomi Tea House,Tea Room,Food,International District,47.59918894,-122.32505713
43,Vegetarian Bistro,Vegetarian / Vegan Restaurant,Food,International District,47.59918894,-122.32505713
45,P dot back room,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
46,Vina Thai,Asian Restaurant,Food,International District,47.59918894,-122.32505713
2,SwirlE Rolled Ice Cream,Ice Cream Shop,Food,International District,47.59918894,-122.32505713
6,Fortuna Cafe,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
8,Sizzling Pot King,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
10,Green Leaf Vietnamese Restaurant,Vietnamese Restaurant,Food,International District,47.59918894,-122.32505713
11,House of Hong,Dim Sum Restaurant,Food,International District,47.59918894,-122.32505713
13,Szechuan Noodle Bowl,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
17,Pink's Ice Cream,Ice Cream Shop,Food,International District,47.59918894,-122.32505713
19,Vital Tea Leaf,Tea Room,Food,International District,47.59918894,-122.32505713
20,Jiaozi!,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
21,Pacific Garden,Asian Restaurant,Food,International District,47.59918894,-122.32505713
25,KC Kitchen,Asian Restaurant,Food,International District,47.59918894,-122.32505713
26,Drizzle,Noodle House,Food,International District,47.59918894,-122.32505713
0,Chengdu Memory,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
1,New Star Restaurant,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
2,85C Bakery Cafe,Bakery,Food,International District,47.59918894,-122.32505713
3,Seattle Best Tea,Tea Room,Food,International District,47.59918894,-122.32505713
6,Chung Chun Rice Dog,Korean Restaurant,Food,International District,47.59918894,-122.32505713
7,Ping's Dumpling House & Market,Dumpling Restaurant,Food,International District,47.59918894,-122.32505713
8,Tsukushinbo,Japanese Restaurant,Food,International District,47.59918894,-122.32505713
9,Chengdu Taste 滋味成都,Szechuan Restaurant,Food,International District,47.59918894,-122.32505713
10,Dough Zone Dumpling House,Dumpling Restaurant,Food,International District,47.59918894,-122.32505713
15,Hood Famous Cafe + Bar,Café,Food,International District,47.59918894,-122.32505713
16,Musashi's,Sushi Restaurant,Food,International District,47.59918894,-122.32505713
19,Pacific Cafe Hong Kong Kitchen,Cha Chaan Teng,Food,International District,47.59918894,-122.32505713
20,Henry's Taiwan Plus,Taiwanese Restaurant,Food,International District,47.59918894,-122.32505713
21,Ambrosia Cafe,Bubble Tea Shop,Food,International District,47.59918894,-122.32505713
22,Chungchun Rice Hotdog,Hot Dog Joint,Food,International District,47.59918894,-122.32505713
23,Tofully,Korean Restaurant,Food,International District,47.59918894,-122.32505713
24,Luosifen,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
25,Fuji Sushi,Japanese Restaurant,Food,International District,47.59918894,-122.32505713
26,Fortune Garden,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
27,crepe it up,Creperie,Food,International District,47.59918894,-122.32505713
28,Evergreens Salad,Salad Place,Food,International District,47.59918894,-122.32505713
29,Ping's Food Market,Dumpling Restaurant,Food,International District,47.59918894,-122.32505713
30,Thai Curry Simple,Thai Restaurant,Food,International District,47.59918894,-122.32505713
31,McDonalds Fry Truck,Food Truck,Food,International District,47.59918894,-122.32505713
32,Henry's Taiwan 老谷台菜 International District,Restaurant,Food,International District,47.59918894,-122.32505713
33,Maxang Deli,Deli / Bodega,Food,International District,47.59918894,-122.32505713
34,Penang Food Court,Asian Restaurant,Food,International District,47.59918894,-122.32505713
35,206 Night Market,Asian Restaurant,Food,International District,47.59918894,-122.32505713
36,萬禧餅店,Bakery,Food,International District,47.59918894,-122.32505713
37,King Moon,Chinese Restaurant,Food,International District,47.59918894,-122.32505713
39,忘情水,Coffee Shop,Food,International District,47.59918894,-122.32505713
40,House of Dumplings,Food,Food,International District,47.59918894,-122.32505713
41,brindino's Bistro,Diner,Food,International District,47.59918894,-122.32505713
43,Blue & Pink Teriyaki And Korean,Korean Restaurant,Food,International District,47.59918894,-122.32505713
0,Zeeks Pizza,Pizza Place,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
1,Starbucks,Coffee Shop,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
2,Peel and Press,Pizza Place,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
3,McDonald's,Fast Food Restaurant,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
4,SUBWAY,Sandwich Place,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
5,Domino's Pizza,Pizza Place,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
6,New Teriyaki & Wok,Japanese Restaurant,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
7,Little Prague European Bakery,Bakery,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
8,The Bridge,Comfort Food Restaurant,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
9,Chinatown Cafe at Thriftway,Chinese Restaurant,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
10,Tully's Coffee,Coffee Shop,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
11,Kokoras,Greek Restaurant,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
12,The New Bridge,Pub,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
13,Sub Shop #9,Sandwich Place,Food,Morgan Junction Neighborhood,47.54487025,-122.38721687
0,Spot Janzar,Lounge,Nightlife Spot,Northgate Neighborhood,47.70859338,-122.32327578
1,Trolly Tavern,Bar,Nightlife Spot,Northgate Neighborhood,47.70859338,-122.32327578
0,Elliott Bay Public House & Brewery,Pub,Nightlife Spot,Lake City Neighborhood,47.71927766,-122.29522754
1,The Back Door Pub,Bar,Nightlife Spot,Lake City Neighborhood,47.71927766,-122.29522754
2,The Beer Authority,Beer Store,Nightlife Spot,Lake City Neighborhood,47.71927766,-122.29522754
3,Dubai Hookah Lounge,Hookah Bar,Nightlife Spot,Lake City Neighborhood,47.71927766,-122.29522754
4,Double J Saloon,Bar,Nightlife Spot,Lake City Neighborhood,47.71927766,-122.29522754
5,Brother Barrel,Beer Bar,Nightlife Spot,Lake City Neighborhood,47.71927766,-122.29522754
6,The Sung Palace,Noodle House,Nightlife Spot,Lake City Neighborhood,47.71927766,-122.29522754
7,Pexos Sports Bar and Grill,Bar,Nightlife Spot,Lake City Neighborhood,47.71927766,-122.29522754
0,Mountaineering Club,Restaurant,Nightlife Spot,University District,47.66126761,-122.31313279
1,Earl's on the Ave,Dive Bar,Nightlife Spot,University District,47.66126761,-122.31313279
2,Kai's Bistro & Lounge,Lounge,Nightlife Spot,University District,47.66126761,-122.31313279
3,Finn MacCool's,Bar,Nightlife Spot,University District,47.66126761,-122.31313279
4,Enkore Karaoke,Karaoke Bar,Nightlife Spot,University District,47.66126761,-122.31313279
5,Flowers,Bar,Nightlife Spot,University District,47.66126761,-122.31313279
6,T12 Social House,New American Restaurant,Nightlife Spot,University District,47.66126761,-122.31313279
7,U Bar,Bar,Nightlife Spot,University District,47.66126761,-122.31313279
8,Junction,Beer Bar,Nightlife Spot,University District,47.66126761,-122.31313279
9,OnSite BAC,Other Nightlife,Nightlife Spot,University District,47.66126761,-122.31313279
10,The Sky Lounge,Other Nightlife,Nightlife Spot,University District,47.66126761,-122.31313279
11,lounjin,Lounge,Nightlife Spot,University District,47.66126761,-122.31313279
12,Nebula - A Medicinal club,Lounge,Nightlife Spot,University District,47.66126761,-122.31313279
13,Back Alley Blues,Nightclub,Nightlife Spot,University District,47.66126761,-122.31313279
14,Club 318,Nightclub,Nightlife Spot,University District,47.66126761,-122.31313279
15,Club Chippy's,Other Nightlife,Nightlife Spot,University District,47.66126761,-122.31313279
16,Valhalla,Dive Bar,Nightlife Spot,University District,47.66126761,-122.31313279
0,Retreat,Coffee Shop,Nightlife Spot,Green Lake Neighborhood,47.67949043,-122.32584595
1,Little Red Hen,Karaoke Bar,Nightlife Spot,Green Lake Neighborhood,47.67949043,-122.32584595
2,Tapas Lab,Tapas Restaurant,Nightlife Spot,Green Lake Neighborhood,47.67949043,-122.32584595
3,Shelter Lounge,Cocktail Bar,Nightlife Spot,Green Lake Neighborhood,47.67949043,-122.32584595
4,The Townhouse Select,Speakeasy,Nightlife Spot,Green Lake Neighborhood,47.67949043,-122.32584595
0,The Lodge,Gastropub,Nightlife Spot,Greenwood Neighborhood,47.69059336,-122.35530169
1,The Angry Beaver,Sports Bar,Nightlife Spot,Greenwood Neighborhood,47.69059336,-122.35530169
2,Teachers Lounge,Bar,Nightlife Spot,Greenwood Neighborhood,47.69059336,-122.35530169
3,Flying Bike Cooperative Brewery,Brewery,Nightlife Spot,Greenwood Neighborhood,47.69059336,-122.35530169
4,Gainsbourg,French Restaurant,Nightlife Spot,Greenwood Neighborhood,47.69059336,-122.35530169
5,The Cozy Nut Tavern,Bar,Nightlife Spot,Greenwood Neighborhood,47.69059336,-122.35530169
6,The Yard Cafe,Bar,Nightlife Spot,Greenwood Neighborhood,47.69059336,-122.35530169
7,Baranof Bar & Restaurant,Karaoke Bar,Nightlife Spot,Greenwood Neighborhood,47.69059336,-122.35530169
8,Coindexter's,Arcade,Nightlife Spot,Greenwood Neighborhood,47.69059336,-122.35530169
9,Hound's Tooth Public House,Pub,Nightlife Spot,Greenwood Neighborhood,47.69059336,-122.35530169
10,kouzina,Lounge,Nightlife Spot,Greenwood Neighborhood,47.69059336,-122.35530169
